ArticleId,Text,Category
1049,de niro film leads us box office film star robert de niro returned top north american box office film hide seek thriller shot straight number one spot taking 22m 11 7m box office de niro recently spent three weeks top comedy meet fockers number five week oscar hopefuls aviator million dollar baby sideways cashed multiple nominations stronger ticket sales hide seek de niro plays widower whose daughter creepy imaginary friend despite lukewarm reviews critics film took expected 18m 9 5m element real actor psychological thriller certainly elevated said bruce snyder president domestic distribution 20th century fox clint eastwood million dollar baby led oscar hopefuls 11 8m 6 3m coming number three first weekend wide release aviator film biography howard hughes leads oscar field 11 nominations number six weekend 7 5m 4m oscar best picture nominee sideways entered top ten first time 15th week release came seventh 6 3 3 35m last week top film ice cube road trip comedy yet slipped second place 17m 9m coach carter fell two places number four taking 8m 4 25m third week rounding top ten good company starring dennis quaid scarlett johansson racing stripes assault precinct 13 ,entertainment
355,neeson bid revive theatre hollywood film star liam neeson held dinner party new york promote belfast lyric theatre ballymena born actor said theatre ridgeway street dilapidated condition lyric chairman david johnston said rebuilding theatre cost 8m answer mr neeson said idea get bunch healthy wealthy irish americans one room ask help fundraising oscar nominated actor whose films include schindler list michael collins star wars phantom menace said lyric important cultural social life northern ireland building crumble fall apart gave start professionally mary malley founder theatre gave future days mid 70s play every four weeks belfast pretty town living serious trouble know theatre like belisha beacon light hope six nights week everything shakespeare yeats casey group actors actresses affected deeply still lyric began 50 years ago doors opened present site stranmillis embankment overlooking river lagan 1968 well liam neeson also launched careers adrian dunbar stephen rea playwrights martin lynch gary mitchell speaking bbc northern ireland event new york soho house mr neeson said spirit belonged glens antrim said one figure childhood would love portray big screen ian paisley said dup leader preacher dynamic extraordinary figure neeson used listen sermons friday night ballymena said orator old school bible thumping righteousness dramatic found powerful love get chance play time ,entertainment
803,us composer recreates bach score us musicologist recreated lost musical score german composer johann sebastian bach 1728 composition called wedding cantata bwv 216 found among papers japanese pianist chieko hara died japan 2001 aged 86 work written wedding daughter german customs official missing 80 years joshua rifkin composer leading interpreter bach recreated missing instrumental parts said originally wanted let lost cantata lie rest maybe fragment stay fragment said rifkin thought palaeontologists one bone figure entire dinosaur dinosaur eight rediscovered pages consist vocal pieces german soprano alto seven movements lasting total 20 25 minutes instrumental parts entirely lost except two recycled movements duet aria used elsewhere bach work rifkin likened challenge musical rubik cube could reconstruct bach wrote could give people today idea music like said sounds like bach music listener know part bach part mine ,entertainment
362,us woman sues cartridges us woman suing hewlett packard hp saying printer ink cartridges secretly programmed expire certain date unnamed woman georgia says chip inside cartridge tells printer needs filling even lawsuit seeks represent anyone us purchased hp inkjet printer since february 2001 hp world biggest printer firm declined comment lawsuit hp ink cartridges use chip technology sense low ink advise user make change suit claims chips also shut cartridges predetermined date regardless whether empty smart chip dually engineered prematurely register ink depletion render cartridge unusable use built expiration date revealed consumer suit said lawsuit asking restitution damages compensation cost printer cartridges contentious issue europe last 18 months price inkjet printers come little 34 could cost 1 700 running costs 18 month period due cartridge study computeractive magazine revealed last year inkjet printer market subject investigation uk office fair trading oft concluded 2002 report retailers manufacturers needed make pricing transparent consumers ,tech
800,godzilla gets hollywood fame star movie monster godzilla received star hollywood walk fame honouring 50th birthday launch 28th film actor dressed giant creature breathed smoke photographers monday godzilla received 2 271st star hollywood boulevard godzilla thank historical monumental star said final wars producer shogo tomiyama unfortunately cannot speak english added hollywood honorary mayor johnny grant said hereby proclaim godzilla day hollywood loose wild getting hell added premiere godzilla final wars grauman chinese theatre followed ceremony hollywood boulevard monster joined co stars including japanese pop star actor masahiro matsuoka director ryuhei kitamura said may godzilla final outing billed producers say producer liar said godzilla working last 50 years think godzilla deserves vacation producer shogo tomiyama added long godzilla fascinate people believe resurrected new generations filmmakers future godzilla first appeared 1954 prehistoric lizard woken atomic bomb tests ,entertainment
1455,yahoo dominate next decade yahoo reached grand old age 10 internet years long time many yahoo remains synonymous internet veteran managed ride dot com wave subsequent crash maintain one web top brands others another newer net icon threatening overshadow yahoo post dot com world google veteran upstart plenty common yahoo first internet firm offer initial public shares google arguably watched ipo initial public offering post dot com era began life search engines although 2000 yahoo chose google power search facility concentrated web portal business much yahoo commanded press attention recent years column inches stacked google favour search engine also diversifies launch services gmail shopping channel froogle google news jupiter analyst olivier beauvillain yahoo initial decision put investment search hold error yahoo busy building portal good diversify made big mistake outsourcing search google said thought google would technology provider become portal right direct competitor added believes yahoo failed see crucial search would become internet users something rediscovered recent years interesting last years refocused search following success google said allen weiner research director analyst firm gartner someone followed yahoo progress since early years future search going purely technology powering search technology valuable next generation search going premium content interface users content said believes rivalry google yahoo overblown instead thinks real battle going yahoo msn battle yahoo currently winning believes microsoft amazing assets including software capability global name yet show create rival product yahoo said convinced yahoo remains single important brand world wide web believe yahoo seminal brand web looking text book definition web portal yahoo said achieved dominance mr weiner believes canny combination acquisitions inktomi overture avoiding direct involvement either content creation internet access say yahoo dark days dot com bubble burst lost one third revenue single year bore succession losses saw market value fall peak 120bn 4 6bn one point crucial survival decision replace chief executive tim koogle terry semel may 2001 thinks mr weiner business savvy coupled technical genius founder jerry yang proved winning combination says internet giant emerges first decade survivor fare enters teenage years game lose msn one stands way yahoo domination predicted mr weiner nick hazel yahoo head consumer services uk thinks fact yahoo grown first wave internet generation stand good stead search key focus making yahoo messenger available mobiles forging new broadband partnerships bt uk continuing provide range services beyond desktop says mr weiner thinks yahoo vision becoming ultimate gateway web move increasing towards movies television people get broadband access spread portal wings expand rich media predicts ,tech
1615,microsoft seeking spyware trojan microsoft investigating trojan program attempts switch firm anti spyware software spyware tool released microsoft last weeks downloaded six million people stephen toulouse security manager microsoft said malicious program called bankash trojan sent e mail attachment microsoft said believe program widespread recommended users use anti virus program program attempts disable delete microsoft anti spyware tool suppress warning messages given users may also try steal online banking passwords personal information tracking users keystrokes microsoft said statement investigating called criminal attack software earlier week microsoft said would buy anti virus software maker sybari software improve security windows e mail software microsoft said plans offer paid anti virus software yet set date release anti spyware program targeted currently beta form aims help users find remove spyware programs monitor internet use causes advert pop ups slow pc performance ,tech
542,mumbai bombs movie postponed release film mumbai bombay blasts 1993 postponed following protests trial bombings investigating blasts killed 250 people wounded 1 000 film black friday due open across india friday 36 people accused connection blasts said screened trial mumbai high court postponed film launch 3 february black friday based upon novel name written journalist hussain zaidi looks 15 explosions rocked mumbai 12 march 1993 director anurag kashyap said film release delayed book already sale two years gone book go movie mr kashyap lawyer mihir desai said second time accused connection blasts sought legal intervention regarding film previously asked line movie poster claimed film portrayed true story bombay bomb blasts removed lawyer majeed memon said argued film say telling true story court struggling find truth said remove line promotional posters give us assurance would mumbai bombings case one india longest running trials special court set hear case regular hearings taken place last nine years six hundred witnesses questioned ,entertainment
1223,us top supercomputing charts us pushed japan top supercomputing chart ibm prototype blue gene l machine assembled lawrence livermore national laboratory us department energy ibm test results show blue gene l managed speeds 70 72 teraflops previous top machine japan nec earth simulator clocked 35 86 top 500 list announced monday officially charts fastest computers world announced every six months worked using officially recognised mathematical speed test called linpack measures calculations per second completed 2005 blue gene l powerful current prototype next year final blue gene four times year going real step hard beat said erich strohmaier one co founders top500 list help scientists work safety security reliability requirements us nuclear weapons stockpile without need underground nuclear testing also cut amount heat generated massive power big problem supercomputers second place silicon graphics columbia supercomputer based us space agency nasa ames research center california linux based machine reported reached top speed 42 7 trillion calculations per second teraflops october used model flight missions climate research aerospace engineering defeated japanese contender earth simulator listed third place losing top spot held since june 2002 dedicated climate modelling simulating seismic activity since first supercomputer cray 1 installed los alamos national laboratory us 1976 computational speed leaped 500 000 times cray 1 capable 80 megaflops 80 million operations second blue gene l machine completed next year five million times faster started 1993 top 500 list decided group computer science academics around world presented international supercomputer conference pittsburgh ,tech
1603,singer knight backs anti gun song r b star beverley knight said sang anti gun single haunted fatal 2003 shooting two teenage girls birmingham knight drum n bass star roni size released bid reduce gun use among young people said horrified deaths charlene ellis 18 letisha shakespeare 17 size whose new forms album 1997 mercury music prize said gun use nothing glamorised 10 500 firearms offences 70 gun crime deaths england wales june 2003 2004 according home office figures knight said scale problem became clear 2003 shootings aston near knight birmingham home haunted honest haunted sleep said size became involved two friends donna small asha jama shot bristol hometown october jama 25 lost sight one eye 22 year old small suffered serious head injuries size said collaborated single released monday bird eye view going last 10 years seen lot things happen nothing glamorised really said ,entertainment
1758,nuclear body seeks new tech computer systems used monitor world nuclear power installations outdated hampering work inspectors spokesman international atomic energy agency iaea said current technology could allow key information overlooked 20 years old systems method tracking nuclear material worldwide agency appealed funds update hardware software major overhaul system needed allow inspectors immediate secure online access information said project manager livio costantini iaea inspectors make around 3 000 visits year 900 nuclear facilities worldwide verify official reports activities plants carry environmental checks also look signs nuclear material smuggled facility computer system inspectors currently use comparing data earlier visits instance built 1970s largely paper based iaea spokesman said extremely inefficient makes searching anomalies like searching needle haystack organisation aiming start system upgrade november aiming provide inspectors field secure online access previous inspection data design blueprints nuclear facilities even satellite images plant possible hopes link system national records import export nuclear materials analysis could help spot potential smuggling activities illicit technology transfers countries according spokesman computer specialist iaea peter smith would like able incorporate state art visualisation techniques familiar video games players inspector toolkit commercials see people moving around virtual world said could laptops could walking plant seeing laptop plant look door wall laptop problem iaea estimates total cost four year project upgrade technology 40m far received 11m us uk failure replace hardware software integrate fully information system components carry large risks said agency statement ,tech
1767,china overtake us net use chinese net using population looks set exceed us less three years says report china net users number 100m represents less 8 country 1 3 billion people market analysts panlogic predicts net users china exceed 137 million us users net 2008 report says country culture mean chinese people use net different ends many nations already net use china different character many western nations said william makower chief executive panlogic many western nations desktop computers access net hard escape work contrast china workplace machines relatively rare combined relatively high cost pcs china time takes get phone lines installed helps explains huge number net cafes china 36 chinese homes telephones according reports net usage tends happen evening said mr makower get access go home go internet caf 233 fundamentally different usage said net use china still much urban phenomenon users living country eastern seaboard three biggest cities net key helping chinese people keep touch friends said mr makower many people use preference phone arrange meet friends net cafes people net also limited aspects chinese life instance said mr makower credit cards rare china partly fears people getting debt popular way pay cash delivery said quite brake development e commerce arrival foreign banks china due 2006 could mean greater use credit cards moment rare said mr makower chinese people spending cash online interested news get via net view gives western ways living large part attraction internet goes radar said generally difficult government able control real value open window onto happening elsewhere world said government restrictions much advertising appear television means net source many commercial messages chinese people would see anywhere else familiarity net also certain social cachet sign made use internet navigate around said mr makower ,tech
581,napster offers rented music go music downloading rejected free peer peer services costly business cost paying even little 70p per track add particularly people one new generation players store thousands songs paying per track music becoming outmoded paying per minute internet access alternative monthly yearly subscription models springing convenient ultimately cheaper way owning music music fans moving away buying traditional bundled package dozen songs used call album newer ways fit lifestyle either single tracks subscriptions services said paul myers chief executive wippit uk based music download service itunes good business sales individual tracks ipod owners others questioning whether concept owning music even valid digital age napster due launch new rental subscription service dubbed napster go uk next months service used players support microsoft windows latest digital rights management technology known janus includes players made samsung rio creative currently offer beta version us service costs 15 per month unlimited downloads technology ensures music downloaded player remains playable user subscribes service users need update license monthly basis tunes longer play outraged digital music lovers especially napster already offers cheaper service downloading music pc napster claims higher price result record labels charging go service says also offers greater value customers mr myers convinced rental model work consumers offering unlimited music subscription service three years customers know want format interoperability excellent value reassurance music purchased wippit keep enjoy whatever device choose said wants download track play next month decide unsubscribe service change portable player ipod latest mobile phone wippit offers download subscription service 4 99 per month 50 per year catalogue around 60 000 songs ,tech
710,sun offers processing hour sun microsystems launched pay go service allow customers requiring huge computing power rent hour sun grid costs users 1 53p hour worth processing storage power systems maintained sun called grid computing latest buzz phrase company believes computing capacity important commodity hardware software sun likened grid computing development electricity system could mature way utilities electricity water developed said sun chief operating officer jonathan schwartz build grid use buck hour asked webcast launching sun quarterly network computing event california company persuade data centre managers adopt new model said already interest customers oil gas financial services industries want book computing capacity 5 000 processors sun said mr schwartz ran demonstration service showing data could processed protein folding experiment hundreds servers used simultaneously working problem seconds although took seconds experiment cost 12 6 30 used 12 hours worth computing power sun grid relies solaris operating system owned sun initially house grid existing premises use idle servers test software shipping customers said much system cost develop already rival ibm argues capacity demand service cheaper offered sun ,tech
688,landmark movies 2004 hailed us film professionals declared fahrenheit 9 11 passion christ two significant cultural milestones 2004 american film institute afi hailed mel gibson biblical epic michael moore political documentary inspiring national debate claimed film makers tossed hollywood convention window institute also cited death actor marlon brando changing landscape tv news us referring marlon brando death 1 july age 80 13 strong afi jury concluded art screen acting two chapters brando brando credited screen legend raw hypnotic energy ability create characters like stanley kowalski terry malloy live forever annals film history list also acknowledges key influences trends world film broadcasting among current trends highlighted final broadcasts veteran newscasters tom brokaw barbara walters impending retirement cbs news anchor dan rather place afi fears news landscape newscasters personalities journalists balance integrity increasingly ignored afi also questioned long term viability evening news broadcasts light 24 hour news channels internet list also draws attention growing influence us broadcasting regulator federal communications commission fcc institute concluded threat regulation went freefall following janet jackson wardrobe malfunction live super bowl performance february profound effect television unsure fcc rule issue creative community begun self censor shows disturbing trend country founded free expression afi jury declared illustrate point afi cited abc affiliates refusal air steven spielberg film saving private ryan unedited form fears possible fines ,entertainment
1935,consumer concern rfid tags consumers concerned use radio frequency id rfid tags shops survey says half 2 000 people surveyed said privacy worries tags used monitor stock shelves warehouses consumer groups expressed concern tags could used monitor shoppers left shops purchases survey showed awareness tags among consumers europe low survey consumers uk france germany netherlands carried consultancy group capgemini firm works behalf 30 firms seeking promote growth rfid technology tags combination computer chip antenna read scanner item contains unique identification number half 55 respondents said either concerned concerned rfid tags would allow businesses track consumers via product purchases fifty nine percent people said worried rfid tags would allow data used freely third parties ard jan vetham capgemini principal consultant rfid said survey showed retailers needed inform educate people rfid would become accepted technology acceptance new technologies always tipping point consumers believe benefits outweigh concerns right rfid approach ongoing communication consumers industry reach point said survey also showed people would accept rfid felt technology could mean reduction car theft faster recovery stolen items tags currently used one tesco distribution centre uk tags allow rapid inventory bulk items also use passcard m6 toll midlands uk mr vetham said majority people surveyed 52 believed rfid tags could read distance said misconception based lack awareness technology least consumer group consumers supermarket privacy invasion numbering caspian claimed rfid chips could used secretly identify people things carrying wearing kinds personal belongings including clothes could constantly broadcast messages whereabouts owners warned ,tech
37,gamers snap new sony psp gamers bought almost first batch sony new playstation portable psp games console went sale japan sunday thousands people queued hours get hold one 200 000 psps shipped retailers handheld console play games music movies goes sale europe north america next year despite demand sony said would increase 500 000 strong stock psps plans ship year end sony says intends ship three million consoles march 2005 company hoping challenge dominance nintendo handheld market nintendo released new ds console earlier year already raised shipment targets device 40 psp selling japan 19 800 yen 188 98 nintendo ds console sells us japan 150 78 nintendo goal ship 5 million new nintendo ds handheld consoles march 2005 ,tech
1876,oscars race enters final furlong race oscars entered final stages deadline voters choose winners passed 5 808 academy voters tuesday afternoon return ballots late submissions included count next five days spent counting voting forms preparing winners envelopes best actor nominee leonardo dicaprio present statuette first time la ceremony sunday 30 year old actor nominated playing howard hughes aviator join hopefuls co star cate blanchett natalie portman kate winslet oscar presenters people know oscar winners revealed ceremony auditors charge looking ballot count collating results responsible sealing results famous golden envelopes revealed host celebrity presenters ceremony former academy award winners gwyneth paltrow dustin hoffman halle berry also present prizes event kodak theatre attended 3 300 people including best known names film organisers say expect watched television one billion people around world one current concern torrential rain lashed los angeles past week flooding suburbs causing mudslides hoped forecast sunday cool weather rain prove accurate last time rained oscars night mid late 1980s said oscars communications director john pavlik rain day show many times reason oscar gods always shine sunday hope year added ,entertainment
1336,musicians upbeat net musicians embracing internet way reaching new fans selling music survey found study us researchers pew internet suggests musicians agree tactics adopted music industry file sharing considered file sharing illegal many disagreed lawsuits launched downloaders even successful artists think lawsuits benefit musicians said report author mary madden part study pew internet conducted online survey 2 755 musicians songwriters music publishers via musician membership organisations march april 2004 ranged full time successful musicians artists struggling make living music looked independent musicians rather rockstars industry reflects accurately state music industry ms madden told bbc news website always hear views successful artists like britneys world less successful artists rarely get represented survey found musicians overwhelming positive internet rather seeing threat livelihood almost used net ideas inspiration nine 10 going online promote advertise post music web 80 offered free samples online two thirds sold music via net independent musicians particular saw internet way get around need land record contract reach fans directly musicians embracing internet enthusiastically said ms madden using internet gain inspiration sell online tracking royalties learning copyright perhaps surprisingly opinions online file sharing diverse clear cut record industry recording industry association america riaa pursued aggressive campaign courts sue people suspected sharing copyrighted music report suggests campaign wholehearted backing musicians us found artists saw file sharing good bad though agreed illegal free downloading killed opportunities new bands break without major funding backing said one musician quoted report hard keep making records pay sales however 60 said think lawsuits song swappers would benefit musicians songwriters many suggested rather fighting file sharing music industry needed recognise changes brought embrace successful struggling musicians likely say internet made possible make money music rather make harder protect material piracy said ms madden ,tech
374,aviator creator oscars snub man said got oscar nominated movie aviator ground signed leonardo dicaprio shut academy awards race charles evans jr battled role people eventually made film producer credit list producers win best film oscar due limit number nominees oscars organisers picked two aviator four producers nominated best film three producers named per film studios behind aviator million dollar baby failed trim credits academy motion pictures arts sciences ampas done aviator nominated producers michael mann graham king mr evans sandy climan mr mann former deputy left mr evans sued mr mann 2001 claiming came idea spent years developing persuaded dicaprio play hughes said later excluded project two sides settled court deal remained secret apart fact mr evans name appeared producer film credits roll golden globes mr evans named among winners film best drama film evaded security guard photo taken dicaprio director martin scorsese mr mann mr king ampas decided limit number producers could nominated shakespeare love victory 1999 saw five producers collect awards eligible names aviator million dollar baby decided ampas producers branch executive committee wednesday decision also saw clint eastwood get third personal nomination million dollar baby named best film category well nominated best director best lead actor academy awards ceremony held hollywood 27 february chinese actress ziyi zhang star crouching tiger hidden dragon hero house flying daggers latest name added list presenters night ,entertainment
1279,downloads enter us singles chart digital music downloads included main us singles chart first time billboard hot 100 chart incorporates data sales music downloads previously assigned separate download chart green day boulevard broken dreams currently number two billboard pop chart tops digital chart download sales due incorporated uk singles chart later year digital sales us already used compile billboard hot digital sales chart tallied sales physical singles airplay information make new hot 100 chart second new chart pop 100 also combines airplay digital physical sales confines airplay information us radio stations play chart music addition green day artists current us digital sales top 10 include kelly clarkson game killers sales legally downloaded songs shot tenfold 2004 200 million track purchased online us europe 12 months international federation phonographic industry ifpi reported last month uk sales song downloads overtook physical singles first time end last year last week december 2004 saw download sales 312 000 compared 282 000 physical singles according british phonographic industry uk first official music download chart launched last september compiling popular tracks downloaded legal uk sites including itunes od2 mycokemusic com napster westlife flying without wings 1999 track reissued occasion first number one uk download chart spokesman british phonographic industry bpi said first combined uk download sales chart due compiled within first half year work going across music business right make sure new chart works plan said bpi spokesman described uk music download chart compiled official charts company great success since launch provided focus industry really driven interest downloads among music fans said ,entertainment
879,slow start speedy net services faster broadband uk becoming reality internet providers offer super fast services lucky britons already take advantage uk online 8 megabits per second service launched november 2004 bt retail announced trial speed service national rollout year end service providers expected follow suit glut new voice video services follow bandwidth isps buy said jill finger research director analyst firm idc others watching bt retail trials initially employees later summer customers interest bt retail said super fast service could way differentiating players losing market share could one way gaining back said ms finger wanadoo set trial 8mbps service summer also plans roll unbundled services means takes network bt provide speeds 15mbps timetable moment cable firms ntl telewest also bound increase bandwidth time future according ntl spokesman better position bt long term bt network limited compared cable services coming stream video demand question 8mbps enough asked ,tech
1093,rocker doherty stage fight rock singer pete doherty involved fight band guitarist biggest gig date babyshambles played 5 000 fans london brixton academy tuesday former libertines singer traded blows guitarist patrick walden separated bundled stage returning end set show earlier held due audience overcrowding monday doherty faced blackmail robbery charges court denies 50 000 bail judge agreed extend 2200 gmt curfew deadline two hours could play brixton gig babyshambles formed acrimonious departure libertines played warm show garage north london monday tuesday doherty three bandmates introduced crowd mick jones former clash guitarist produced libertines second album babyshambles took stage frenzied reception 2200 gmt launching last single killamangiro reached number eight december group stop next song persuade fans push forward allow security guards pull people crush doherty appealed fans calm saying people getting hurt front got move back music resumed minutes later several songs singer appeared accidentally disconnect walden guitar leading pair trade kicks punches bouncers stepped band left stage returned five minutes finished 50 minute performance trouble doherty 25 home midnight observe curfew one conditions bail monday judge agreed allow perform condition requests changes bail terms regular occurrence singer arrested fellow musician alan wass 2 february alleged dispute documentary maker max carlish london hotel next due court 18 april ,entertainment
712,willis sues movie injury actor bruce willis suing revolution studios injury said suffered making tears sun willis seeking medical expenses said hit head firework filming 2002 movie produced firm lawsuit said star endured mental physical injuries result alleged incident able comment pending litigation revolution studios spokesman sean dudas said tears sun willis plays us military commander disobeys orders try help save doctor patients trapped nigerian jungle directed antoine fuqua film poorly received critics perform strongly box office according lawsuit injury suffered firing explosions part special effect explosions known squibs intended simulate appearance bullets striking ground lawsuit said willis endured extreme mental physical emotional pain suffering specific details injuries willis seek specific monetary damages lawsuit noted star required employ physicians medical personnel stated incur additional future medical expenses lawsuit said revolution studios special effects foreman joe pancake duty willis ensure squibs inspected set placed detonated safe manner employ technicians trained competent use ,entertainment
32,firefox browser takes microsoft microsoft internet explorer serious rival long awaited firefox 1 0 web browser released people get excited new software released especially program game music movie player release first full version firefox managed drum respectable amount pre launch fervour fans software banded together raise cash pay advert new york times announcing version 1 0 browser available release firefox 1 0 9 november might even cause heads turn microsoft program steadily winning people away software giant internet explorer browser firefox created mozilla foundation started former browser maker netscape back 1998 much development work done since gone firefox made first appearance name february earlier incarnations core technology called phoenix firebird since software gaining praise converts least large number security problems come light microsoft internet explorer rivals ie got boost late june two us computer security organisations warned people avoid microsoft program avoid falling victim serious vulnerability internet monitoring firm websidestory charted growing population people using firefox browser says responsible slowly eroding stranglehold ie july year according websidestory internet explorer used 95 web surfers figure remained static years july ie using population dropped 94 7 end october stood 92 9 mozilla foundation claims firefox downloaded almost eight million times publicly said would happy garner 10 windows using net browsing population firefox proving popular moment far fewer security holes internet explorer innovations lacking microsoft program instance firefox allows pages different websites arranged tabs users switch easily blocks pop ups neat way finding text page lets search pages browsed one powerful features firefox many hundreds extras extensions produced mozilla foundation open source organisation means creators browser happy others play around core code program resulted many different add ons extensions browser include everything version familiar google toolbar homeland security monitor keep users aware current threat levels firefox used called firebird phoenix also growing number vocal net based fans campaign co ordinated spread firefox website attempted raise 50 000 needed full page advert new york times campaign set target recruiting 2500 volunteers ten days campaign 10 000 people signed 250 000 raised ad due run sometime three week period late november early december surplus cash used help keep mozilla foundation running microsoft facing growing challenge ie hold web using population alternative browsers opera safari amaya even netscape ,tech
548,ink helps drive democracy asia kyrgyz republic small mountainous state former soviet republic using invisible ink ultraviolet readers country elections part drive prevent multiple voting new technology causing worries guarded optimism among different sectors population effort live reputation 1990s island democracy kyrgyz president askar akaev pushed law requiring use ink upcoming parliamentary presidential elections us government agreed fund expenses associated decision kyrgyz republic seen many experts backsliding high point reached mid 1990s hastily pushed referendum 2003 reducing legislative branch one chamber 75 deputies use ink one part general effort show commitment towards open elections german embassy soros foundation kyrgyz government contributed purchase transparent ballot boxes actual technology behind ink complicated ink sprayed person left thumb dries visible normal light however presence ultraviolet light kind used verify money causes ink glow neon yellow light entrance polling station one election official scan voter fingers uv lamp allowing enter every voter left thumb sprayed ink receiving ballot ink shows uv light voter allowed enter polling station likewise voter refuses inked receive ballot elections assuming even greater significance two large factors upcoming parliamentary elections prelude potentially regime changing presidential election autumn well echo recent elections former soviet republics notably ukraine georgia use ink controversial especially among groups perceived pro government widely circulated articles compared use ink rural practice marking sheep still common metaphor primarily agricultural society author one article began petition drive use ink greatest part opposition ink often sheer ignorance local newspapers carried stories ink harmful radioactive even ultraviolet readers may cause health problems others aggressively middle road coalition non governmental organizations lauded move important step forward type ink used many elections world countries varied serbia south africa indonesia turkey common type ink elections indelible visible ink elections afghanistan showed improper use type ink cause additional problems use invisible ink without problems elections numerous rumors spread serbia example christian islamic leaders assured populations use contrary religion rumours associated remove ink various soft drinks solvents cleaning products put forward however reality ink effective getting cuticle thumb difficult wash ink stays finger least 72 hours week use ink readers panacea election ills passage inking law nevertheless clear step forward towards free fair elections country widely watched parliamentary elections scheduled 27 february david mikosz works ifes international non profit organisation supports building democratic societies ,tech
424,little britain two top comic list little britain stars matt lucas david walliams named powerful people tv comedy poll listings magazine radio times duo kept phoenix nights creator peter kay number two office star ricky gervais third place radio times panel compiled list taking comedians critical acclaim financial success account newcomers annual list included nighty night star julia davis seven black books tamsin greig 19 lucas walliams numerous awards little britain 2004 including national television royal television society british comedy awards 1 8 million people watched first episode latest series little britain bbc three october giving digital channel highest rating ever topped radio times list rising 10th position last year big risers past year included presenting duo ant dec five 13 2004 stephen fry rising nine places 15 bbc three controller stuart murphy moves number 18 32 last year last year winner chat show host graham norton fell number 16 following relatively television appearances 2004 production companies also featured top 50 including steve coogan baby cow created nighty night among others hat trick behind kumars number 42 vicar dibley production company tiger aspect ,entertainment
299,bafta hand movie honours movie stars across globe attending year bafta film award ceremony british stars imelda staunton clive owen hoping awards odeon london leicester square hollywood stars leonardo dicaprio pierce brosnan christian slater richard gere also audience biggest night uk film hollywood blockbuster aviator starring dicaprio leads field 14 nominations including best movie eternal sunshine spotless mind finding neverland motorcycle diaries british film vera drake 11 nominations staunton one favourites land best actress award gritty role backstreet abortionist small budget film arrived ceremony wearing green silk chiffon low cut evening dress decorated beads lovely home british soil nice indeed told reporters asked whether nervous best actress nomination said hands nothing lot mates going nice evening nominees best actress category include charlize theron monster ziyi zhang house flying daggers uk star kate winslet two nods roles eternal sunshine spotless mind finding neverland dicaprio faces competition bernal jamie foxx jim carrey johnny depp best actor category crowed screamed arrived red carpet unlike anything ever encountered intense loud told bbc first time come baftas first time nominated appreciated british cinema long time recognised like special honour gere presenting best film award said big party idea going big crazy think bigger academy awards british actor owen hoping repeat golden globe success best supporting actor award role closer raised one biggest cheers night walked red carpet always huge fan closer play got call appear film huge thrill said whole experience treat fortunate given role co star natalie portman blanchett heather craney julie cristie meryl streep best supporting actress category mike leigh best director award vera drake alongside martin scorsese aviator michael mann collateral michel gondry eternal sunshine spotless mind marc forster finding neverland orange british academy film awards shown bbc one 2010 gmt ,entertainment
318,uk debut kevin spacey movie hollywood stars kevin spacey kate bosworth attended british premiere new film beyond sea london leicester square thursday spacey 45 wrote directed starred film inspired life 1950s croooner bobby darin tribute someone think remarkable talent said spacey darin sings 18 songs film soundtrack bosworth 21 plays darin wife real life hollywood actress sandra dee knew absolutely nothing bobby darin film huge fan said bosworth attended premiere british boyfriend orlando bloom darkness tragedy story dream land part actress sandra dee continues live los angeles virtual recluse given approval biopic called last week said loved said spacey joined premiere members boy band westlife spacey double oscar winner long fascinated story singer bobby darin voice behind mack knife dream lover beyond sea fought childhood illness become one biggest stars 1950s died aged 37 heart condition troubled life bobby darin one greatest entertainers world ever known yet died young kind forgotten said spacey premiere making film fun ever entire life movie also stars british actors bob hoskins brenda blethyn darin mother ,entertainment
